gene	ncbi_gene_id	protein_id	uniprot_id	ncbi_description	annotation	pfam
MYCTH_37027	ncbi-geneid:11514468	XP_003666253	up:G2QM28	hypothetical protein	-	-
MYCTH_37094	ncbi-geneid:11508281	XP_003660339	up:G2Q2G9	hypothetical protein	Protein tyrosine kinase(VPS15)	HEAT,Pkinase,WD40
MYCTH_37110	ncbi-geneid:11505888	XP_003660373	up:G2Q2K3	SUN family-like protein	Beta-glucosidase (SUN family)	SUN
MYCTH_37424	ncbi-geneid:11506190	XP_003666390	up:G2QMG5	hypothetical protein	-	-
MYCTH_37469	ncbi-geneid:11514321	XP_003666184	up:G2QLV9	hypothetical protein	Belongs to the cytochrome b5 family	Cyt-b5
MYCTH_37566	ncbi-geneid:11513723	XP_003665898	up:G2QL21	p53-like transcription factor	NDT80 / PhoG like DNA-binding  family	NDT80_PhoG
MYCTH_37570	ncbi-geneid:11508526	XP_003660994	up:G2Q075	glycoside hydrolase family 16 protein	Glycosyl hydrolases family 16	CBM_1,Glyco_hydro_16
MYCTH_37752	ncbi-geneid:11508323	XP_003660512	up:G2Q3W4	hypothetical protein	Belongs to the MT-A70-like family	MT-A70
MYCTH_37799	ncbi-geneid:11514335	XP_003666198	up:G2QLX3	hypothetical protein	Scavenger mRNA decapping enzyme C-term binding	HIT
MYCTH_37844	ncbi-geneid:11506365	XP_003666487	up:G2QMR2	carbohydrate-binding module family 18 protein	Chitin binding domain	Chitin_bind_1
MYCTH_37848	ncbi-geneid:11505767	XP_003660759	up:G2Q635	hypothetical protein	Ubiquitin-2 like Rad60 SUMO-like	Rad60-SLD
MYCTH_37869	ncbi-geneid:11514143	XP_003666084	up:G2QLK9	RTA-like protein	RTA1 like protein	RTA1
MYCTH_37941	ncbi-geneid:11514167	XP_003666108	up:G2QLN3	hypothetical protein	-	-
MYCTH_37947	ncbi-geneid:11514284	XP_003666147	up:G2QLS2	NADH:flavin oxidoreductase/NADH oxidase-like protein	NADH:flavin oxidoreductase / NADH oxidase family	Oxidored_FMN
MYCTH_38152	ncbi-geneid:11514617	XP_003666324	up:G2QM99	hypothetical protein	Coiled-coil domain containing protein (DUF2052)	DUF2052
MYCTH_38200	ncbi-geneid:11506369	XP_003666491	up:G2QMR6	glycoside hydrolase family 3 protein	Belongs to the glycosyl hydrolase 3 family(bglE)	Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C
MYCTH_38236	ncbi-geneid:11505838	XP_003661019	up:G2Q0R2	hypothetical protein	Reverse transcriptase (RNA-dependent DNA polymerase)	Exo_endo_phos_2,RVT_1
MYCTH_38313	ncbi-geneid:11513062	XP_003660469	up:G2Q3G4	hypothetical protein	Pfam:DUF3608(IML1)	DEP,IML1
MYCTH_38365	ncbi-geneid:11508684	XP_003660688	up:G2Q5A3	hypothetical protein	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A9) family	Na_Ca_ex
MYCTH_38458	ncbi-geneid:11506377	XP_003666499	up:G2QMS4	secretory phospholipase A2	Prokaryotic phospholipase A2	Phospholip_A2_3
MYCTH_38472	ncbi-geneid:11505858	XP_003660817	up:G2Q6J9	phosphomevalonate kinase-like protein	Belongs to the GHMP kinase family. Mevalonate kinase subfamily(ERG8)	GHMP_kinases_C,GHMP_kinases_N
MYCTH_38558	ncbi-geneid:11508437	XP_003660270	up:G2Q1N4	glycoside hydrolase family 30 protein	Glycosyl hydrolase family 30 beta sandwich domain	Glyco_hydr_30_2,Glyco_hydro_30C
MYCTH_38597	ncbi-geneid:11514482	XP_003666267	up:G2QM42	hypothetical protein	-	-
MYCTH_38704	ncbi-geneid:11508060	XP_003660436	up:G2Q3D1	fungal-specific transcription factor-like protein	Fungal specific transcription factor domain	Fungal_trans,Zn_clus
MYCTH_38796	ncbi-geneid:11513280	XP_003660979	up:G2Q060	sugar transporter-like protein	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	Sugar_tr
MYCTH_38939	ncbi-geneid:11506215	XP_003666415	up:G2QMJ0	lactate/malate dehydrogenase	Belongs to the LDH MDH superfamily	Ldh_1_C,Ldh_1_N
MYCTH_38980	ncbi-geneid:11514134	XP_003666075	up:G2QLK0	hypothetical protein	-	-
MYCTH_39013	ncbi-geneid:11512823	XP_003660068	up:G2PZZ9	hypothetical protein	-	-
MYCTH_39035	ncbi-geneid:11513988	XP_003666007	up:G2QLD0	carbohydrate esterase family 8 protein	Involved in maceration and soft-rotting of plant tissue	Pectinesterase
MYCTH_39101	ncbi-geneid:11513146	XP_003660756	up:G2Q632	hypothetical protein	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation(HCR1)	eIF3_subunit
MYCTH_39133	ncbi-geneid:11511553	XP_003660927	up:G2PZJ6	FAD dependent oxidoreductase-like protein	FAD dependent oxidoreductase	DAO
MYCTH_39167	ncbi-geneid:11506340	XP_003666462	up:G2QMN7	hypothetical protein	Clr5 domain	Clr5
MYCTH_39233	ncbi-geneid:11506207	XP_003666407	up:G2QMI2	hypothetical protein	Domain of unknown function (DUF4360)	DUF4360
MYCTH_39279	ncbi-geneid:11514632	XP_003666339	up:G2QMB4	carbohydrate esterase family 1 protein	Prolyl oligopeptidase family	CBM_1,Esterase,Peptidase_S9
MYCTH_39317	ncbi-geneid:11511589	XP_003660140	up:G2Q0N3	hypothetical protein	AAA domain(SMC5)	AAA_23,SMC_N
MYCTH_39555	ncbi-geneid:11514615	XP_003666322	up:G2QM97	glycoside hydrolase family 43 protein	Belongs to the glycosyl hydrolase 43 family	Glyco_hydro_43
MYCTH_39559	ncbi-geneid:11512881	XP_003660727	up:G2Q5P6	hypothetical protein	Methyltransferase domain	Methyltransf_23,Methyltransf_25,Methyltransf_31
MYCTH_39591	ncbi-geneid:11505836	XP_003660600	up:G2Q4R6	hypothetical protein	Belongs to the mitochondrial carrier (TC 2.A.29) family	Mito_carr
MYCTH_39658	ncbi-geneid:11505936	XP_003660242	up:G2Q1K6	hypothetical protein	BTB/POZ domain	BTB
MYCTH_39662	ncbi-geneid:11514653	XP_003666360	up:G2QMD5	hypothetical protein	-	-
MYCTH_39694	ncbi-geneid:11508219	XP_003660304	up:G2Q226	Triosephosphate isomerase-like protein	Triosephosphate isomerase	TIM
MYCTH_39983	ncbi-geneid:11508811	XP_003660060	up:G2PZZ1	alcohol dehydrogenase-like protein	Zinc-binding dehydrogenase(ETR1)	ADH_zinc_N
MYCTH_40012	ncbi-geneid:11505867	XP_003660552	up:G2Q4B2	hypothetical protein	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	Zn_clus
MYCTH_40109	ncbi-geneid:11508976	XP_003660061	up:G2PZZ2	hypothetical protein	Belongs to the PI3 PI4-kinase family(VPS34)	PI3K_C2,PI3Ka,PI3_PI4_kinase
MYCTH_40111	ncbi-geneid:11513186	XP_003660893	up:G2Q770	glycoside hydrolase family 2 protein	Glycoside hydrolase family 2 protein	DUF4982,Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N
MYCTH_40175	ncbi-geneid:11513968	XP_003665987	up:G2QLB0	hypothetical protein	Serine threonine-protein kinase sgk2	Pkinase
MYCTH_40310	ncbi-geneid:11505873	XP_003660491	up:G2Q3U3	hypothetical protein	-	-
MYCTH_40367	ncbi-geneid:11512883	XP_003660502	up:G2Q3V4	hypothetical protein	RibD C-terminal domain(RIB7)	RibD_C
MYCTH_40437	ncbi-geneid:11506188	XP_003666388	up:G2QMG3	hypothetical protein	-	-
MYCTH_40668	ncbi-geneid:11509124	XP_003660115	up:G2Q0K8	2-dehydropantoate 2-reductase-like protein	Ketopantoate reductase PanE/ApbA	ApbA,ApbA_C
MYCTH_40719	ncbi-geneid:11508902	XP_003660306	up:G2Q228	dihydroxyacetone kinase	Dak2	Dak1,Dak2
MYCTH_40734	ncbi-geneid:11508582	XP_003660945	up:G2PZL4	hypothetical protein	Protein of unknown function (DUF1749)	DUF1749
MYCTH_40869	ncbi-geneid:11513810	XP_003665907	up:G2QL30	glycoside hydrolase family 76 protein	Mannan endo-1,6-alpha-mannosidase	Glyco_hydro_76
MYCTH_40885	ncbi-geneid:11513812	XP_003665909	up:G2QL32	carbohydrate esterase family 16 protein	GDSL-like Lipase/Acylhydrolase	Lipase_GDSL
MYCTH_40891	ncbi-geneid:11506247	XP_003666447	up:G2QMM2	carbohydrate esterase family 8 protein	Pectinesterase	CBM_1,Pectinesterase
MYCTH_40920	ncbi-geneid:11508862	XP_003660605	up:G2Q4S1	hypothetical protein	Calcium-activated chloride channel	Anoctamin
MYCTH_40928	ncbi-geneid:11505925	XP_003660150	up:G2Q0P3	hypothetical protein	-	-
MYCTH_40930	ncbi-geneid:11508211	XP_003660569	up:G2Q4C9	hypothetical protein	TAP42-like family(TAP42)	TAP42
MYCTH_40990	ncbi-geneid:11508723	XP_003659591	up:G2Q385	hypothetical protein	lysine 2,3-aminomutase activity	Fer4_14
MYCTH_41043	ncbi-geneid:11513376	XP_003659256	up:G2PZY8	hypothetical protein	Major Facilitator Superfamily	MFS_1
MYCTH_41142	ncbi-geneid:11511612	XP_003659835	up:G2Q552	hypothetical protein	-	-
MYCTH_41181	ncbi-geneid:11508144	XP_003658940	up:G2Q4K2	hypothetical protein	-	-
MYCTH_41366	ncbi-geneid:11508957	XP_003660004	up:G2Q6I7	fasciclin domain protein	fasciclin domain	Fasciclin
MYCTH_41714	ncbi-geneid:11511699	XP_003659011	up:G2Q5D5	amino-acid permease	Amino acid permease(TPO5)	AA_permease,AA_permease_2
MYCTH_41800	ncbi-geneid:11512986	XP_003658956	up:G2Q4X4	aldehyde dehydrogenase-like protein	Belongs to the aldehyde dehydrogenase family	Aldedh
MYCTH_41855	ncbi-geneid:11505459	XP_003658746	up:G2Q338	hypothetical protein	Histone-like transcription factor (CBF/NF-Y) and archaeal histone(HAP3)	CBFD_NFYB_HMF
MYCTH_41898	ncbi-geneid:11506003	XP_003658692	up:G2Q2M8	hypothetical protein	-	-
MYCTH_41930	ncbi-geneid:11508659	XP_003659456	up:G2Q1X9	hypothetical protein	-	-
MYCTH_41997	ncbi-geneid:11505622	XP_003659067	up:G2Q5U6	hypothetical protein	-	-
MYCTH_42071	ncbi-geneid:11505609	XP_003658814	up:G2Q3L3	glycoside hydrolase family 51 protein	Alpha-L-arabinofuranosidase C-terminus	Alpha-L-AF_C,CBM_4_9
MYCTH_42269	ncbi-geneid:11509103	XP_003659078	up:G2Q5V7	hypothetical protein	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol(ERG6)	Methyltransf_11,Methyltransf_31,Sterol_MT_C
MYCTH_42359	ncbi-geneid:11508778	XP_003659375	up:G2Q1E0	hypothetical protein	Chromatin remodelling complex Rsc7/Swp82 subunit	CRC_subunit
MYCTH_42394	ncbi-geneid:11508230	XP_003658602	up:G2Q1S3	hypothetical protein	-	-
MYCTH_42476	ncbi-geneid:11509164	XP_003658553	up:G2Q1B6	hypothetical protein	-	-
MYCTH_42529	ncbi-geneid:11513020	XP_003659091	up:G2Q5X0	hypothetical protein	-	-
MYCTH_42730	ncbi-geneid:11508360	XP_003659768	up:G2Q4N4	hypothetical protein	-	-
MYCTH_42822	ncbi-geneid:11505583	XP_003659448	up:G2Q1X1	hypothetical protein	DNA binding domain with preference for A/T rich regions	-
MYCTH_42937	ncbi-geneid:11505659	XP_003658767	up:G2Q359	glycoside hydrolase family 7 protein	Belongs to the glycosyl hydrolase 7 (cellulase C) family	CBM_1,Glyco_hydro_7
MYCTH_43163	ncbi-geneid:11508815	XP_003659608	up:G2Q3A2	ganA; glycoside hydrolase family 53 protein	Arabinogalactan endo-beta-1,4-galactanase	Glyco_hydro_53
MYCTH_43249	ncbi-geneid:11508042	XP_003659454	up:G2Q1X7	hypothetical protein	-	-
MYCTH_43356	ncbi-geneid:11505489	XP_003658420	up:G2Q0B2	glycoside hydrolase family 5 protein	Belongs to the glycosyl hydrolase 5 (cellulase A) family	Cellulase
MYCTH_43419	ncbi-geneid:11508648	XP_003659493	up:G2Q2C3	hypothetical protein	DDE superfamily endonuclease	DDE_1,HTH_Tnp_Tc5,HTH_psq
MYCTH_43484	ncbi-geneid:11509179	XP_003659124	up:G2Q6A9	hypothetical protein	zinc finger	-
MYCTH_43545	ncbi-geneid:11505761	XP_003659961	up:G2Q6E4	hypothetical protein	-	-
MYCTH_43571	ncbi-geneid:11508189	XP_003659393	up:G2Q1F8	glycoside hydrolase family 16 protein	Glycosyl hydrolases family 16	Glyco_hydro_16
MYCTH_43573	ncbi-geneid:11513371	XP_003658788	up:G2Q3I7	hypothetical protein	Indigoidine synthase A like protein	Indigoidine_A,PfkB
MYCTH_43648	ncbi-geneid:11505924	XP_003658990	up:G2Q508	hypothetical protein	NADH-ubiquinone/plastoquinone oxidoreductase chain 6(nad6)	Oxidored_q3
MYCTH_43671	ncbi-geneid:11505409	XP_003658474	up:G2Q0S9	Aldo/keto reductase-like protein	Aldo/keto reductase family(xyl1)	Aldo_ket_red
MYCTH_43688	ncbi-geneid:11509199	XP_003659438	up:G2Q1W1	hypothetical protein	F-box domain containing protein	F-box
MYCTH_43727	ncbi-geneid:11505994	XP_003659622	up:G2Q3B6	carbohydrate esterase family 3 protein	GDSL-like Lipase/Acylhydrolase family	CBM_1,Lipase_GDSL_2
MYCTH_43941	ncbi-geneid:11508626	XP_003658977	up:G2Q4Z5	sugar transporter-like protein	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	Sugar_tr
MYCTH_44053	ncbi-geneid:11508110	XP_003659674	up:G2Q3S6	hypothetical protein	Pfam:Methyltransf_26(MTQ2)	MTS
MYCTH_44065	ncbi-geneid:11508734	XP_003659736	up:G2Q496	copper-transporter-like protein	Ctr copper transporter family	Ctr
MYCTH_44230	ncbi-geneid:11511613	XP_003659834	up:G2Q551	tyrosinase-like protein	Common central domain of tyrosinase	Tyrosinase
MYCTH_44322	ncbi-geneid:11508703	XP_003659469	up:G2Q1Z2	hypothetical protein	-	-
MYCTH_44469	ncbi-geneid:11508320	XP_003659159	up:G2Q6T6	hypothetical protein	-	-
MYCTH_44521	ncbi-geneid:11505597	XP_003659619	up:G2Q3B3	hypothetical protein	Fungal specific transcription factor domain	Fungal_trans,Zn_clus
MYCTH_44554	ncbi-geneid:11506019	XP_003658585	up:G2Q1Q6	hypothetical protein	Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function(CKS1)	CKS
MYCTH_44604	ncbi-geneid:11509140	XP_003658937	up:G2Q4J9	hypothetical protein	Fungal specific transcription factor domain	Fungal_trans_2,Zn_clus
MYCTH_44689	ncbi-geneid:11509138	XP_003659178	up:G2Q6V5	hypothetical protein	Intracellular protein transport-like protein	-
MYCTH_44797	ncbi-geneid:11505768	XP_003658688	up:G2Q2M4	hypothetical protein	SNF2 family N-terminal domain(FUN30)	Helicase_C,SNF2_N
MYCTH_44863	ncbi-geneid:11505864	XP_003659997	up:G2Q6I0	hypothetical protein	FAD binding domain	ALO,FAD_binding_4
MYCTH_44903	ncbi-geneid:11508467	XP_003659455	up:G2Q1X8	hypothetical protein	-	-
MYCTH_44996	ncbi-geneid:11509037	XP_003659738	up:G2Q498	hypothetical protein	-	-
MYCTH_45081	ncbi-geneid:11505472	XP_003659488	up:G2Q2B8	hypothetical protein	-	-
MYCTH_45107	ncbi-geneid:11510538	XP_003661733	up:G2Q9M9	hypothetical protein	Type IIB DNA topoisomerase(SPO11)	TP6A_N
MYCTH_45263	ncbi-geneid:11511915	XP_003661236	up:G2QB53	hypothetical protein	-	-
MYCTH_45273	ncbi-geneid:11512061	XP_003661382	up:G2Q7Y0	hypothetical protein	Serine aminopeptidase, S33	Abhydrolase_1
MYCTH_45292	ncbi-geneid:11512283	XP_003662230	up:G2Q828	hypothetical protein	-	-
MYCTH_45669	ncbi-geneid:11512275	XP_003662222	up:G2Q820	hypothetical protein	-	-
MYCTH_45679	ncbi-geneid:11511977	XP_003661298	up:G2Q7J5	hypothetical protein	Protein of unknown function (DUF952)	DUF952
MYCTH_45915	ncbi-geneid:11510516	XP_003661711	up:G2Q9K7	hypothetical protein	-	-
MYCTH_45943	ncbi-geneid:11510679	XP_003661874	up:G2QA25	hypothetical protein	GDP-mannose 4,6 dehydratase	Epimerase
MYCTH_46086	ncbi-geneid:11510509	XP_003661704	up:G2Q9K0	hypothetical protein	UreF	UreF
MYCTH_46266	ncbi-geneid:11512331	XP_003662278	up:G2Q8D0	fungal transcriptional regulatory-like protein	Fungal specific transcription factor domain	Fungal_trans,Zn_clus
MYCTH_46410	ncbi-geneid:11510508	XP_003661703	up:G2Q9J9	hypothetical protein	Torus domain(CWC2)	RRM_1,Torus
MYCTH_46431	ncbi-geneid:11510531	XP_003661726	up:G2Q9M2	hypothetical protein	DNA damage repair protein(RAD9)	BRCT,BRCT_2,Rad9_Rad53_bind
MYCTH_46530	ncbi-geneid:11512152	XP_003661473	up:G2Q8H9	hypothetical protein	NDT80 / PhoG like DNA-binding  family	NDT80_PhoG
MYCTH_46579	ncbi-geneid:11512337	XP_003662284	up:G2Q8D6	hypothetical protein	MRC1-like domain	MRC1
MYCTH_46583	ncbi-geneid:11510592	XP_003661787	up:G2Q9T3	glycoside hydrolase family 61 protein	Fungal-type cellulose-binding domain	CBM_1,Glyco_hydro_61
MYCTH_46612	ncbi-geneid:11510559	XP_003661754	up:G2Q9Q0	hypothetical protein	K02A2.6-like	Chromo,Glycoprotein_B,RVT_1,Retrotrans_gag,gag-asp_proteas,rve
MYCTH_46719	ncbi-geneid:11511936	XP_003661257	up:G2Q7A1	hypothetical protein	Protein of unknown function (DUF2462)	DUF2462
MYCTH_46784	ncbi-geneid:11512240	XP_003662187	up:G2Q7T3	hypothetical protein	-	-
MYCTH_46877	ncbi-geneid:11512501	XP_003661022	up:G2Q9X6	hypothetical protein	-	-
MYCTH_46981	ncbi-geneid:11512330	XP_003662277	up:G2Q8C9	Dehydroquinase class I-like protein	Type I 3-dehydroquinase	DHquinase_I
MYCTH_47092	ncbi-geneid:11510777	XP_003661972	up:G2QAN1	hypothetical protein	Calcineurin-like phosphoesterase	Metallophos
MYCTH_47093	ncbi-geneid:11510548	XP_003661743	up:G2Q9N9	glycoside hydrolase family 61 protein	Glycosyl hydrolase family 61	CBM_1,Glyco_hydro_61
MYCTH_47428	ncbi-geneid:11512483	XP_003662430	up:G2Q993	hypothetical protein	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	Zn_clus
MYCTH_47625	ncbi-geneid:11512453	XP_003662400	up:G2Q911	hypothetical protein	-	-
MYCTH_47699	ncbi-geneid:11510441	XP_003661636	up:G2Q9D2	hypothetical protein	Uncharacterized protein conserved in bacteria (DUF2264)	DUF2264
MYCTH_47732	ncbi-geneid:11510818	XP_003662013	up:G2QAX6	hypothetical protein	Saccharomyces cerevisiae YJR111C	CMD
MYCTH_47778	ncbi-geneid:11512445	XP_003662392	up:G2Q903	hypothetical protein	Major Facilitator Superfamily	MFS_1
MYCTH_47841	ncbi-geneid:11510483	XP_003661678	up:G2Q9H4	hypothetical protein	-	-
MYCTH_47844	ncbi-geneid:11510320	XP_003661515	up:G2Q8S5	hypothetical protein	-	-
MYCTH_47934	ncbi-geneid:11512484	XP_003662431	up:G2Q994	hypothetical protein	Lysine methyltransferase	Methyltransf_16
MYCTH_47994	ncbi-geneid:11512372	XP_003662319	up:G2Q8M5	hypothetical protein	-	-
MYCTH_48078	ncbi-geneid:11510358	XP_003661553	up:G2Q8W3	hypothetical protein	CutC family	CutC
MYCTH_48238	ncbi-geneid:11511872	XP_003661193	up:G2QB10	hypothetical protein	cop9 signalosome complex subunit 3	PCI
MYCTH_48250	ncbi-geneid:11510434	XP_003661629	up:G2Q9C5	hypothetical protein	-	-
MYCTH_48379	ncbi-geneid:11512430	XP_003662377	up:G2Q8Y7	carbohydrate esterase family 1 protein	Carbohydrate esterase family 1 protein	CBM_1,Esterase,Peptidase_S9
MYCTH_48424	ncbi-geneid:11512119	XP_003661440	up:G2Q892	hypothetical protein	-	-
MYCTH_48564	ncbi-geneid:11507536	XP_003662910	up:G2QE82	hypothetical protein	Domain of unknown function (DUF4451)	DUF4451
MYCTH_48716	ncbi-geneid:11507362	XP_003662736	up:G2QDH9	alcohol dehydrogenase-like protein	Alcohol dehydrogenase GroES-like domain	ADH_N,ADH_zinc_N
MYCTH_48804	ncbi-geneid:11509278	XP_003663400	up:G2QCH9	glycoside hydrolase family 16 protein	Glycosyl hydrolases family 16	Glyco_hydro_16
MYCTH_48909	ncbi-geneid:11512619	XP_003662543	up:G2QCC3	hypothetical protein	-	-
MYCTH_48976	ncbi-geneid:11507639	XP_003663013	up:G2QEI5	hypothetical protein	Putative death-receptor fusion protein (DUF2428)	DUF2428
MYCTH_49020	ncbi-geneid:11507573	XP_003662947	up:G2QEB9	hypothetical protein	-	-
MYCTH_49142	ncbi-geneid:11507594	XP_003662968	up:G2QEE0	hypothetical protein	-	bZIP_2
MYCTH_49210	ncbi-geneid:11509564	XP_003663530	up:G2QDC0	hypothetical protein	-	-
MYCTH_49355	ncbi-geneid:11509412	XP_003663456	up:G2QCU0	histidine triad-like protein	ATP adenylyltransferase(APA2)	ATP_transf
MYCTH_49393	ncbi-geneid:11509596	XP_003663562	up:G2QDF2	polyketide synthase	Polyketide synthase non-ribosomal peptide synthetase hybrid	AMP-binding,Acyl_transf_1,Condensation,KAsynt_C_assoc,KR,Ketoacyl-synt_C,Methyltransf_12,Methyltransf_23,NAD_binding_4,PP-binding,PS-DH,ketoacyl-synt
MYCTH_49425	ncbi-geneid:11507553	XP_003662927	up:G2QE99	hypothetical protein	CAAX protease self-immunity(RCE1)	Abi
MYCTH_49700	ncbi-geneid:11509748	XP_003663636	up:G2QDY2	carbohydrate esterase family 5 protein	Cutinase	CBM_1,Cutinase
MYCTH_49795	ncbi-geneid:11507346	XP_003662720	up:G2QDA9	hypothetical protein	-	-
MYCTH_49818	ncbi-geneid:11507444	XP_003662818	up:G2QDW4	hypothetical protein	WD domain, G-beta repeat(PFS2)	WD40
MYCTH_49824	ncbi-geneid:11509563	XP_003663529	up:G2QDB9	glycoside hydrolase family 11 protein	Belongs to the glycosyl hydrolase 11 (cellulase G) family	Glyco_hydro_11
MYCTH_50019	ncbi-geneid:11512604	XP_003662528	up:G2QCA8	hypothetical protein	-	-
MYCTH_50021	ncbi-geneid:11507533	XP_003662907	up:G2QE79	hypothetical protein	-	-
MYCTH_50083	ncbi-geneid:11509373	XP_003663417	up:G2QCJ6	delta(14)-sterol reductase like protein	Ergosterol biosynthesis ERG4/ERG24 family(ERG24)	ERG4_ERG24
MYCTH_50125	ncbi-geneid:11507588	XP_003662962	up:G2QED4	hypothetical protein	-	-
MYCTH_50128	ncbi-geneid:11507353	XP_003662727	up:G2QDH0	methyltransferase-like protein	ubiE/COQ5 methyltransferase family	Methyltransf_11,Methyltransf_25
MYCTH_50142	ncbi-geneid:11512773	XP_003662697	up:G2QD86	condensin subunit Cnd3-like protein	Contains conserved domain COG5218, YCG1, Chromosome condensation complex Condensin, subunit G(YCG1)	Cnd3,HEAT_2
MYCTH_50254	ncbi-geneid:11512754	XP_003662678	up:G2QD67	hypothetical protein	Chromatin associated protein KTI12(KTI12)	KTI12
MYCTH_50281	ncbi-geneid:11507601	XP_003662975	up:G2QEE7	hypothetical protein	RNase P subunit Pop3(POP3)	RNase_P_pop3
MYCTH_50286	ncbi-geneid:11509421	XP_003663465	up:G2QCU9	hypothetical protein	Putative oxalocrotonate tautomerase enzyme	Tautomerase_3
